Saleyard,Report Date
TRLX Tamworth,04/03/2024
TRLX Tamworth,26/02/2024
TRLX Tamworth,19/02/2024
TRLX Tamworth,12/02/2024
TRLX Tamworth,05/02/2024
TRLX Tamworth,29/01/2024
TRLX Tamworth,22/01/2024
TRLX Tamworth,15/01/2024
TRLX Tamworth,08/01/2024
TRLX Tamworth,11/12/2023
TRLX Tamworth,04/12/2023
TRLX Tamworth,27/11/2023
TRLX Tamworth,20/11/2023
TRLX Tamworth,13/11/2023
TRLX Tamworth,06/11/2023
TRLX Tamworth,30/10/2023
TRLX Tamworth,23/10/2023
TRLX Tamworth,16/10/2023
TRLX Tamworth,09/10/2023
TRLX Tamworth,25/09/2023
TRLX Tamworth,18/09/2023
TRLX Tamworth,11/09/2023
Wagga,25/11/2024
Wagga,18/11/2024
Wagga,11/11/2024
Wagga,04/11/2024
Wagga,28/10/2024
Wagga,21/10/2024
Wagga,14/10/2024
Wagga,30/09/2024
Wagga,23/09/2024
Wagga,16/09/2024
Wagga,09/09/2024
Wagga,02/09/2024
Warwick,29/10/2024
Warwick,22/10/2024
Warwick,15/10/2024
Warwick,08/10/2024
Warwick,01/10/2024
Warwick,24/09/2024
Warwick,17/09/2024
Warwick,10/09/2024
Warwick,03/09/2024
Warwick,27/08/2024
Warwick,20/08/2024
Warwick,13/08/2024
Warwick,06/08/2024
Warwick,30/07/2024
Warwick,23/07/2024
Warwick,16/07/2024
Warwick,09/07/2024
Warwick,02/07/2024
Warwick,25/06/2024
Warwick,18/06/2024
Warwick,11/06/2024
Warwick,04/06/2024
Warwick,28/05/2024
Warwick,21/05/2024
Warwick,14/05/2024
Warwick,07/05/2024
Warwick,30/04/2024
Warwick,23/04/2024
Warwick,16/04/2024
Warwick,09/04/2024
Warwick,02/04/2024
Warwick,26/03/2024
Warwick,19/03/2024
Warwick,12/03/2024
Warwick,05/03/2024
Warwick,27/02/2024
Warwick,20/02/2024
Warwick,13/02/2024
Warwick,06/02/2024
Warwick,30/01/2024
Warwick,23/01/2024
Warwick,16/01/2024
Warwick,09/01/2024
Warwick,19/12/2023
Warwick,12/12/2023
Warwick,05/12/2023
Warwick,28/11/2023
Warwick,21/11/2023
Warwick,14/11/2023
Warwick,07/11/2023
Warwick,31/10/2023
Warwick,24/10/2023
Warwick,17/10/2023
Warwick,10/10/2023
Warwick,03/10/2023
Wycheproof,12/10/2023
Yea,02/05/2023
Armidale,08/12/2022
Armidale,24/11/2022
Armidale,10/11/2022
Armidale,27/10/2022
Armidale,24/10/2022
Armidale,13/10/2022
Armidale,29/09/2022
Armidale,15/09/2022
Armidale,01/09/2022
Armidale,04/08/2022
Armidale,21/07/2022
Armidale,07/07/2022
Armidale,23/06/2022
Armidale,09/06/2022
Armidale,26/05/2022
Armidale,12/05/2022
Bairnsdale,23/03/2023
Bairnsdale,16/03/2023
Bairnsdale,09/03/2023
Blackall,01/12/2022
Blackall,24/11/2022
Blackall,10/11/2022
Blackall,03/11/2022
Blackall,27/10/2022
Blackall,20/10/2022
Boyanup,04/10/2019
Boyanup,15/11/2017
Boyanup,06/10/2017
Boyanup,16/06/2017
Boyanup,30/05/2017
Boyanup,23/05/2017
Boyanup,16/05/2017
Boyanup,09/05/2017
Boyanup,02/05/2017
Boyanup,11/04/2017
Boyanup,04/04/2017
Boyanup,28/03/2017
Boyanup,21/03/2017
Boyanup,14/03/2017
Boyanup,28/02/2017
Boyanup,21/02/2017
Boyanup,14/02/2017
Boyanup,07/02/2017
Boyanup,31/01/2017
Boyanup,24/01/2017
Boyanup,17/01/2017
Boyanup,10/01/2017
Boyanup,20/12/2016
Boyanup,13/12/2016
Boyanup,06/12/2016
Boyanup,29/11/2016
Boyanup,22/11/2016
Boyanup,15/11/2016
Boyanup,08/11/2016
Boyanup,01/11/2016
Boyanup,25/10/2016
Boyanup,18/10/2016
Boyanup,11/10/2016
Boyanup,07/10/2016
Boyanup,04/10/2016
Boyanup,20/09/2016
Boyanup,13/09/2016
Boyanup,06/09/2016
Boyanup,30/08/2016
Boyanup,23/08/2016
Boyanup,16/08/2016
Boyanup,09/08/2016
Boyanup,02/08/2016
Boyanup,26/07/2016
Boyanup,19/07/2016
Boyanup,12/07/2016
Boyanup,05/07/2016
Charters Towers,26/04/2023
Charters Towers,19/04/2023
Charters Towers,12/04/2023
Colac,17/12/2020
Colac,10/12/2020
Colac,03/12/2020
Colac,26/11/2020
Colac,19/11/2020
Colac,12/11/2020
Colac,05/11/2020
Colac,29/10/2020
Colac,15/10/2020
Coonamble,27/08/2020
Coonamble,23/07/2020
Coonamble,11/06/2020
Coonamble,13/02/2015
Coonamble,16/01/2015
Coonamble,05/12/2014
Coonamble,07/11/2014
Coonamble,10/10/2014
Coonamble,20/06/2014
Coonamble,09/05/2014
Coonamble,17/01/2014
Coonamble,06/12/2013
Coonamble,22/11/2013
Coonamble,08/11/2013
Coonamble,25/10/2013
Coonamble,11/10/2013
Coonamble,27/09/2013
Coonamble,13/09/2013
Coonamble,30/08/2013
Coonamble,16/08/2013
Coonamble,02/08/2013
Coonamble,05/07/2013
CQLX Gracemere,16/04/2025
CQLX Gracemere,23/08/2023
CQLX Gracemere,16/08/2023
CQLX Gracemere,09/08/2023
CTLX Carcoar,21/11/2023
CTLX Carcoar,14/11/2023
CTLX Carcoar,07/11/2023
CTLX Carcoar,31/10/2023
CVLX Ballarat,12/12/2022
CVLX Ballarat,28/11/2022
CVLX Ballarat,14/11/2022
CVLX Ballarat,31/10/2022
CVLX Ballarat,17/10/2022
CVLX Ballarat,03/10/2022
CVLX Ballarat,19/09/2022
CVLX Ballarat,05/09/2022
CVLX Ballarat,22/08/2022
CVLX Ballarat,08/08/2022
CVLX Ballarat,25/07/2022
CVLX Ballarat,11/07/2022
CVLX Ballarat,27/06/2022
CVLX Ballarat,30/05/2022
CVLX Ballarat,16/05/2022
Dalby,06/03/2024
Dalby,28/02/2024
Dalby,21/02/2024
Dalby,14/02/2024
Dalby,07/02/2024
Dalby,31/01/2024
Dalby,24/01/2024
Dalby,17/01/2024
Dalby,10/01/2024
Dalby,13/12/2023
Dalby,06/12/2023
Dalby,29/11/2023
Dalby,22/11/2023
Dalby,15/11/2023
Dalby,08/11/2023
Dalby,01/11/2023
Dalby,25/10/2023
Dalby,18/10/2023
Dubbo,21/09/2023
Dubbo,14/09/2023
Dubbo,07/09/2023
Echuca,25/10/2023
Echuca,11/10/2023
Echuca,27/09/2023
Echuca,13/09/2023
Echuca,30/08/2023
Echuca,16/08/2023
Echuca,02/08/2023
Echuca,19/07/2023
Echuca,18/07/2023
Emerald,08/12/2022
Emerald,24/11/2022
Emerald,17/11/2022
Emerald,10/11/2022
Emerald,03/11/2022
Finley,19/06/2019
Finley,05/06/2019
Finley,22/05/2019
Finley,08/05/2019
Finley,24/04/2019
Finley,10/04/2019
Finley,27/03/2019
Finley,13/03/2019
Finley,27/02/2019
Finley,13/02/2019
Finley,16/01/2019
Finley,05/12/2018
Finley,21/11/2018
Finley,07/11/2018
Finley,24/10/2018
Finley,10/10/2018
Finley,26/09/2018
Finley,12/09/2018
Finley,29/08/2018
Finley,15/08/2018
Finley,01/08/2018
Finley,18/07/2018
Finley,04/07/2018
Forbes,27/05/2024
Forbes,20/05/2024
Forbes,13/05/2024
Forbes,06/05/2024
Forbes,29/04/2024
Forbes,22/04/2024
Forbes,15/04/2024
Forbes,08/04/2024
Forbes,25/03/2024
Forbes,18/03/2024
Forbes,11/03/2024
Forbes,04/03/2024
Forbes,26/02/2024
Forbes,19/02/2024
Forbes,12/02/2024
Forbes,05/02/2024
Goulburn,10/03/2015
Goulburn,03/03/2015
Goulburn,24/02/2015
Goulburn,17/02/2015
Goulburn,10/02/2015
Goulburn,03/02/2015
Goulburn,27/01/2015
Goulburn,20/01/2015
Goulburn,06/01/2015
Goulburn,16/12/2014
Goulburn,09/12/2014
Goulburn,02/12/2014
Goulburn,25/11/2014
Goulburn,18/11/2014
Goulburn,11/11/2014
Goulburn,04/11/2014
Goulburn,28/10/2014
Goulburn,21/10/2014
Goulburn,14/10/2014
Goulburn,07/10/2014
Goulburn,30/09/2014
Goulburn,23/09/2014
Goulburn,09/09/2014
Goulburn,02/09/2014
Goulburn,26/08/2014
Goulburn,19/08/2014
Goulburn,12/08/2014
Goulburn,05/08/2014
Goulburn,22/07/2014
Goulburn,15/07/2014
Goulburn,01/07/2014
Goulburn,24/06/2014
GRLE Sale,15/12/2020
GRLE Sale,08/12/2020
GRLE Sale,01/12/2020
GRLE Sale,24/11/2020
GRLE Sale,17/11/2020
GRLE Sale,10/11/2020
GRLE Sale,27/10/2020
GRLE Sale,20/10/2020
GRLE Sale,13/10/2020
GRLE Sale,06/10/2020
GRLE Sale,29/09/2020
GRLE Sale,22/09/2020
GRLE Sale,15/09/2020
GRLE Sale,08/09/2020
GRLE Sale,01/09/2020
GRLE Sale,25/08/2020
GRLE Sale,18/08/2020
GRLE Sale,11/08/2020
GRLE Sale,28/07/2020
GRLE Sale,21/07/2020
GRLE Sale,14/07/2020
GRLE Sale,07/07/2020
GRLE Sale,30/06/2020
GRLE Sale,23/06/2020
GRLE Sale,16/06/2020
GRLE Sale,09/06/2020
GRLE Sale,02/06/2020
GRLE Sale,26/05/2020
GRLE Sale,19/05/2020
GRLE Sale,12/05/2020
GRLE Sale,05/05/2020
GRLE Sale,28/04/2020
GRLE Sale,21/04/2020
GRLE Sale,14/04/2020
GRLE Sale,07/04/2020
GRLE Sale,31/03/2020
GRLE Sale,24/03/2020
GRLE Sale,17/03/2020
GRLE Sale,10/03/2020
GRLE Sale,03/03/2020
GRLE Sale,25/02/2020
GRLE Sale,18/02/2020
GRLE Sale,11/02/2020
GRLE Sale,04/02/2020
GRLE Sale,28/01/2020
GRLE Sale,21/01/2020
GRLE Sale,14/01/2020
GRLE Sale,07/01/2020
GRLE Sale,17/12/2019
GRLE Sale,10/12/2019
GRLE Sale,03/12/2019
GRLE Sale,26/11/2019
GRLE Sale,19/11/2019
GRLE Sale,12/11/2019
GRLE Sale,29/10/2019
GRLE Sale,22/10/2019
GRLE Sale,15/10/2019
GRLE Sale,08/10/2019
GRLE Sale,24/09/2019
GRLE Sale,17/09/2019
GRLE Sale,10/09/2019
GRLE Sale,03/09/2019
GRLE Sale,27/08/2019
GRLE Sale,20/08/2019
GRLE Sale,13/08/2019
GRLE Sale,06/08/2019
GRLE Sale,30/07/2019
GRLE Sale,23/07/2019
GRLE Sale,16/07/2019
GRLE Sale,09/07/2019
GRLE Sale,02/07/2019
GRLE Sale,25/06/2019
GRLE Sale,18/06/2019
Gunnedah,10/10/2023
Gunnedah,03/10/2023
HRLX Singleton,27/09/2023
HRLX Singleton,20/09/2023
HRLX Singleton,13/09/2023
IRLX Inverell,10/10/2023
IRLX Inverell,03/10/2023
IRLX Inverell,26/09/2023
Killafaddy,20/05/2014
Killafaddy,13/05/2014
Killafaddy,06/05/2014
Killafaddy,29/04/2014
Killafaddy,22/04/2014
Killafaddy,15/04/2014
Killafaddy,08/04/2014
Killafaddy,01/04/2014
Killafaddy,25/03/2014
Killafaddy,18/03/2014
Killafaddy,11/03/2014
Killafaddy,04/03/2014
Killafaddy,25/02/2014
Killafaddy,18/02/2014
Killafaddy,11/02/2014
Killafaddy,04/02/2014
Killafaddy,28/01/2014
Killafaddy,21/01/2014
Killafaddy,14/01/2014
Killafaddy,07/01/2014
Killafaddy,17/12/2013
Killafaddy,10/12/2013
Killafaddy,03/12/2013
Killafaddy,26/11/2013
Killafaddy,19/11/2013
Killafaddy,12/11/2013
Killafaddy,05/11/2013
Killafaddy,29/10/2013
Killafaddy,22/10/2013
Killafaddy,15/10/2013
Killafaddy,08/10/2013
Killafaddy,01/10/2013
Killafaddy,24/09/2013
Killafaddy,17/09/2013
Killafaddy,10/09/2013
Killafaddy,03/09/2013
Killafaddy,27/08/2013
Killafaddy,20/08/2013
Killafaddy,13/08/2013
Killafaddy,06/08/2013
Killafaddy,30/07/2013
Killafaddy,23/07/2013
Killafaddy,16/07/2013
Killafaddy,09/07/2013
Killafaddy,02/07/2013
Killafaddy,25/06/2013
Killafaddy,18/06/2013
Killafaddy,11/06/2013
Killafaddy,04/06/2013
Killafaddy,28/05/2013
Killafaddy,21/05/2013
Killafaddy,14/05/2013
Killafaddy,07/05/2013
Killafaddy,30/04/2013
Killafaddy,23/04/2013
Killafaddy,16/04/2013
Killafaddy,09/04/2013
Killafaddy,02/04/2013
Killafaddy,26/03/2013
Killafaddy,19/03/2013
Killafaddy,12/03/2013
Killafaddy,05/03/2013
Killafaddy,26/02/2013
Killafaddy,19/02/2013
Killafaddy,12/02/2013
Killafaddy,05/02/2013
Killafaddy,29/01/2013
Killafaddy,22/01/2013
Killafaddy,15/01/2013
Killafaddy,08/01/2013
Killafaddy,02/01/2013
Killafaddy,18/12/2012
Killafaddy,11/12/2012
Leongatha,11/10/2023
Mareeba,20/08/2013
Mareeba,13/08/2013
Mareeba,06/08/2013
Mareeba,30/07/2013
Mareeba,23/07/2013
Mareeba,16/07/2013
Mareeba,09/07/2013
Mareeba,02/07/2013
Mareeba,25/06/2013
Mareeba,18/06/2013
Mareeba,11/06/2013
Mareeba,28/05/2013
Mareeba,21/05/2013
Mareeba,14/05/2013
Mareeba,07/05/2013
Mareeba,30/04/2013
Mareeba,23/04/2013
Mareeba,16/04/2013
Mareeba,09/04/2013
Mareeba,02/04/2013
Mareeba,26/03/2013
Mareeba,19/03/2013
Mareeba,12/03/2013
Mareeba,05/03/2013
Mareeba,26/02/2013
Mareeba,19/02/2013
Mareeba,12/02/2013
Mareeba,05/02/2013
Mareeba,11/12/2012
Mareeba,04/12/2012
Mareeba,27/11/2012
Mareeba,20/11/2012
Mareeba,13/11/2012
Mareeba,06/11/2012
Mareeba,30/10/2012
Mareeba,23/10/2012
Mareeba,16/10/2012
Mareeba,09/10/2012
Mareeba,02/10/2012
Mareeba,25/09/2012
Mareeba,18/09/2012
Midland,27/04/2010
Midland,19/04/2010
Midland,12/04/2010
Midland,06/04/2010
Midland,29/03/2010
Midland,22/03/2010
Midland,15/03/2010
Midland,08/03/2010
Midland,02/03/2010
Midland,22/02/2010
Midland,15/02/2010
Midland,08/02/2010
Midland,01/02/2010
Midland,25/01/2010
Midland,18/01/2010
Midland,11/01/2010
Midland,04/01/2010
Millicent,05/02/2015
Millicent,22/01/2015
Millicent,08/01/2015
Millicent,18/12/2014
Millicent,04/12/2014
Millicent,20/11/2014
Millicent,06/11/2014
Millicent,23/10/2014
Millicent,09/10/2014
Millicent,25/09/2014
Millicent,11/09/2014
Millicent,28/08/2014
Millicent,31/07/2014
Millicent,03/07/2014
Millicent,05/06/2014
Millicent,22/05/2014
Millicent,01/05/2014
Millicent,10/04/2014
Millicent,27/03/2014
Millicent,13/03/2014
Millicent,27/02/2014
Millicent,13/02/2014
Millicent,06/02/2014
Millicent,30/01/2014
Millicent,23/01/2014
Millicent,09/01/2014
Millicent,12/12/2013
Millicent,05/12/2013
Millicent,28/11/2013
Millicent,21/11/2013
Millicent,07/11/2013
Millicent,24/10/2013
Millicent,10/10/2013
Millicent,26/09/2013
Millicent,12/09/2013
Millicent,29/08/2013
Millicent,15/08/2013
Millicent,01/08/2013
Millicent,11/07/2013
Millicent,27/06/2013
Millicent,06/06/2013
Millicent,09/05/2013
Millicent,18/04/2013
Millicent,04/04/2013
Millicent,21/03/2013
Millicent,14/03/2013
Millicent,28/02/2013
Millicent,14/02/2013
Millicent,31/01/2013
Millicent,17/01/2013
Millicent,10/01/2013
Millicent,03/01/2013
Millicent,13/12/2012
Millicent,06/12/2012
Millicent,29/11/2012
Millicent,22/11/2012
Millicent,15/11/2012
Millicent,08/11/2012
Millicent,25/10/2012
Millicent,18/10/2012
Millicent,11/10/2012
Millicent,27/09/2012
Millicent,13/09/2012
Millicent,30/08/2012
Millicent,16/08/2012
Millicent,02/08/2012
Millicent,19/07/2012
Millicent,21/06/2012
Millicent,07/06/2012
Millicent,10/05/2012
Millicent,26/04/2012
Millicent,12/04/2012
Millicent,29/03/2012
Moreton,20/08/2013
Moreton,13/08/2013
Moreton,06/08/2013
Moreton,30/07/2013
Moreton,23/07/2013
Moreton,09/07/2013
Moreton,25/06/2013
Moreton,18/06/2013
Moreton,11/06/2013
Moreton,28/05/2013
Moreton,21/05/2013
Moreton,14/05/2013
Moreton,07/05/2013
Moreton,30/04/2013
Moreton,23/04/2013
Moreton,16/04/2013
Moreton,09/04/2013
Mortlake,18/09/2023
Mortlake,11/09/2023
Mortlake,04/09/2023
Moss Vale,20/03/2024
Moss Vale,13/03/2024
Moss Vale,06/03/2024
Moss Vale,28/02/2024
Moss Vale,21/02/2024
Moss Vale,14/02/2024
Moss Vale,07/02/2024
Moss Vale,31/01/2024
Moss Vale,24/01/2024
Moss Vale,17/01/2024
Moss Vale,10/01/2024
Moss Vale,20/12/2023
Moss Vale,13/12/2023
Moss Vale,06/12/2023
Moss Vale,29/11/2023
Moss Vale,22/11/2023
Moss Vale,15/11/2023
Moss Vale,08/11/2023
Moss Vale,01/11/2023
Mount Barker,23/05/2024
Mount Barker,16/05/2024
Mount Barker,09/05/2024
Mount Barker,02/05/2024
Mount Barker,18/04/2024
Mount Barker,11/04/2024
Mount Barker,04/04/2024
Mount Barker,21/03/2024
Mount Barker,14/03/2024
Mount Barker,07/03/2024
Mount Barker,01/03/2024
Mount Barker,29/02/2024
Mount Barker,22/02/2024
Mount Barker,16/02/2024
Mount Barker,15/02/2024
Mount Barker,08/02/2024
Mt Compass,06/03/2024
Mt Compass,21/02/2024
Mt Compass,14/02/2024
Mt Compass,07/02/2024
Mt Compass,31/01/2024
Mt Compass,24/01/2024
Mt Compass,17/01/2024
Mt Compass,10/01/2024
Mt Compass,03/01/2024
Mt Compass,13/12/2023
Mt Compass,06/12/2023
Mt Compass,29/11/2023
Mt Compass,22/11/2023
Mt Compass,15/11/2023
Mt Compass,08/11/2023
Mt Compass,01/11/2023
Mt Compass,25/10/2023
Mt Compass,18/10/2023
Mt Compass,11/10/2023
Mt Compass,04/10/2023
Mt Compass,27/09/2023
Mt Compass,20/09/2023
Mt Compass,13/09/2023
Mt Compass,06/09/2023
Muchea,16/10/2023
Murgon,30/04/2013
Murgon,23/04/2013
Murgon,16/04/2013
Murgon,09/04/2013
Murgon,26/03/2013
Murgon,19/02/2013
Murgon,22/01/2013
Murgon,15/01/2013
Murgon,11/12/2012
Naracoorte,21/05/2024
Naracoorte,14/05/2024
Naracoorte,07/05/2024
Naracoorte,30/04/2024
Naracoorte,23/04/2024
Naracoorte,16/04/2024
Naracoorte,09/04/2024
Naracoorte,02/04/2024
Naracoorte,19/03/2024
Naracoorte,12/03/2024
Naracoorte,05/03/2024
Naracoorte,27/02/2024
National AuctionsPlus online,29/03/2019
National AuctionsPlus online,22/03/2019
National AuctionsPlus online,15/03/2019
National AuctionsPlus online,08/03/2019
National AuctionsPlus online,01/03/2019
National AuctionsPlus online,22/02/2019
National AuctionsPlus online,15/02/2019
National AuctionsPlus online,08/02/2019
National AuctionsPlus online,01/02/2019
National AuctionsPlus online,25/01/2019
National AuctionsPlus online,18/01/2019
National AuctionsPlus online,11/01/2019
National AuctionsPlus online,14/12/2018
National AuctionsPlus online,07/12/2018
National AuctionsPlus online,30/11/2018
National AuctionsPlus online,23/11/2018
National AuctionsPlus online,16/11/2018
National AuctionsPlus online,09/11/2018
National AuctionsPlus online,02/11/2018
National AuctionsPlus online,26/10/2018
National AuctionsPlus online,19/10/2018
National AuctionsPlus online,12/10/2018
National AuctionsPlus online,05/10/2018
National AuctionsPlus online,28/09/2018
National AuctionsPlus online,21/09/2018
National AuctionsPlus online,14/09/2018
National AuctionsPlus online,07/09/2018
National AuctionsPlus online,31/08/2018
National AuctionsPlus online,24/08/2018
National AuctionsPlus online,17/08/2018
National AuctionsPlus online,10/08/2018
National AuctionsPlus online,03/08/2018
National AuctionsPlus online,27/07/2018
National AuctionsPlus online,20/07/2018
National AuctionsPlus online,13/07/2018
National AuctionsPlus online,06/07/2018
National AuctionsPlus online,29/06/2018
National AuctionsPlus online,22/06/2018
National AuctionsPlus online,15/06/2018
National AuctionsPlus online,08/06/2018
National AuctionsPlus online,01/06/2018
National AuctionsPlus online,25/05/2018
National AuctionsPlus online,18/05/2018
National AuctionsPlus online,11/05/2018
National AuctionsPlus online,04/05/2018
National AuctionsPlus online,27/04/2018
National AuctionsPlus online,20/04/2018
National AuctionsPlus online,13/04/2018
National AuctionsPlus online,06/04/2018
National AuctionsPlus online,30/03/2018
National AuctionsPlus online,23/03/2018
National AuctionsPlus online,16/03/2018
National AuctionsPlus online,09/03/2018
National AuctionsPlus online,02/03/2018
National AuctionsPlus online,23/02/2018
National AuctionsPlus online,16/02/2018
National AuctionsPlus online,09/02/2018
National AuctionsPlus online,02/02/2018
National AuctionsPlus online,26/01/2018
National AuctionsPlus online,19/01/2018
National AuctionsPlus online,12/01/2018
National AuctionsPlus online,05/01/2018
National AuctionsPlus online,15/12/2017
National AuctionsPlus online,08/12/2017
National AuctionsPlus online,01/12/2017
National AuctionsPlus online,24/11/2017
National AuctionsPlus online,17/11/2017
National AuctionsPlus online,10/11/2017
National AuctionsPlus online,03/11/2017
National AuctionsPlus online,27/10/2017
National AuctionsPlus online,20/10/2017
National AuctionsPlus online,13/10/2017
NVLX Barnawartha,11/03/2015
NVLX Barnawartha,10/03/2015
NVLX Barnawartha,04/03/2015
NVLX Barnawartha,03/03/2015
NVLX Barnawartha,25/02/2015
NVLX Barnawartha,24/02/2015
NVLX Barnawartha,18/02/2015
NVLX Barnawartha,17/02/2015
NVLX Wodonga,06/02/2024
NVLX Wodonga,30/01/2024
NVLX Wodonga,23/01/2024
NVLX Wodonga,16/01/2024
NVLX Wodonga,09/01/2024
NVLX Wodonga,19/12/2023
NVLX Wodonga,12/12/2023
NVLX Wodonga,05/12/2023
NVLX Wodonga,28/11/2023
NVLX Wodonga,21/11/2023
NVLX Wodonga,14/11/2023
NVLX Wodonga,07/11/2023
NVLX Wodonga,31/10/2023
NVLX Wodonga,24/10/2023
Oakey,06/08/2020
Oakey,10/08/2018
Powranna,24/10/2023
Powranna,17/10/2023
Powranna,10/10/2023
Roma Prime,21/11/2019
Roma Prime,07/11/2019
Roma Prime,10/10/2019
Roma Prime,26/09/2019
Roma Prime,12/09/2019
Roma Prime,29/08/2019
Roma Prime,15/08/2019
Roma Prime,01/08/2019
Roma Prime,18/07/2019
Roma Prime,27/06/2019
Roma Prime,13/06/2019
Roma Prime,30/05/2019
Roma Prime,16/05/2019
Roma Prime,02/05/2019
Roma Prime,11/04/2019
Roma Prime,21/03/2019
Roma Prime,14/03/2019
Roma Prime,07/03/2019
Roma Prime,28/02/2019
Roma Prime,21/02/2019
Roma Prime,14/02/2019
Roma Prime,07/02/2019
Roma Prime,31/01/2019
Roma Prime,24/01/2019
Roma Prime,17/01/2019
Roma Prime,06/12/2018
Roma Prime,22/11/2018
Roma Prime,08/11/2018
Roma Prime,25/10/2018
Roma Prime,11/10/2018
Roma Prime,04/10/2018
Roma Prime,27/09/2018
Roma Prime,20/09/2018
Roma Prime,13/09/2018
Roma Prime,06/09/2018
Roma Prime,30/08/2018
Roma Prime,23/08/2018
Roma Prime,16/08/2018
Roma Prime,09/08/2018
Roma Prime,02/08/2018
Roma Prime,26/07/2018
Roma Prime,19/07/2018
Roma Prime,12/07/2018
Roma Store,10/10/2023
SA Livestock Exchange,18/07/2023
SA Livestock Exchange,11/07/2023
Scone,27/02/2024
Scone,20/02/2024
Scone,13/02/2024
Scone,06/02/2024
Scone,30/01/2024
Scone,23/01/2024
Scone,16/01/2024
Scone,09/01/2024
Scone,12/12/2023
Scone,05/12/2023
Scone,28/11/2023
Scone,21/11/2023
Scone,14/11/2023
Scone,07/11/2023
Scone,31/10/2023
Scone,24/10/2023
Scone,17/10/2023
SELX Yass,11/04/2024
SELX Yass,04/04/2024
SELX Yass,21/03/2024
SELX Yass,14/03/2024
SELX Yass,07/03/2024
SELX Yass,29/02/2024
SELX Yass,22/02/2024
SELX Yass,15/02/2024
SELX Yass,08/02/2024
SELX Yass,01/02/2024
SELX Yass,25/01/2024
SELX Yass,18/01/2024
SELX Yass,11/01/2024
SELX Yass,14/12/2023
SELX Yass,07/12/2023
SELX Yass,30/11/2023
SELX Yass,23/11/2023
SELX Yass,16/11/2023
SELX Yass,09/11/2023
SELX Yass,02/11/2023
SELX Yass,26/10/2023
SELX Yass,19/10/2023
SELX Yass,12/10/2023
Shepparton,30/04/2024
Shepparton,23/04/2024
Shepparton,16/04/2024
Shepparton,09/04/2024
Shepparton,02/04/2024
Shepparton,26/03/2024
Shepparton,19/03/2024
Shepparton,12/03/2024
Shepparton,05/03/2024
Shepparton,27/02/2024
Shepparton,20/02/2024
Shepparton,13/02/2024
Shepparton,06/02/2024
Shepparton,30/01/2024
Shepparton,23/01/2024
Shepparton,16/01/2024
Shepparton,09/01/2024
Silverdale,05/12/2012
Silverdale,05/09/2012
Silverdale,22/08/2012
Silverdale,15/08/2012
Silverdale,18/04/2012
Silverdale,04/04/2012
Silverdale,21/03/2012
Silverdale,11/01/2012
Silverdale,14/12/2011
Silverdale,07/12/2011
Silverdale,30/11/2011
Silverdale,05/10/2011
Silverdale,17/08/2011
Silverdale,10/08/2011
Silverdale,03/08/2011
Silverdale,23/03/2011
Silverdale,09/03/2011
Silverdale,02/03/2011
Silverdale,16/02/2011
Silverdale,02/02/2011
Silverdale,26/01/2011
Silverdale,19/01/2011
Silverdale,15/12/2010
Silverdale,08/12/2010
Silverdale,10/11/2010
Silverdale,27/10/2010
Silverdale,20/10/2010
Silverdale,13/10/2010
Silverdale,06/10/2010
Silverdale,22/09/2010
Silverdale,15/09/2010
Silverdale,01/09/2010
Silverdale,25/08/2010
Silverdale,18/08/2010
Silverdale,04/08/2010
Silverdale,28/07/2010
Silverdale,21/07/2010
Silverdale,07/07/2010
Silverdale,19/05/2010
Silverdale,12/05/2010
Silverdale,05/05/2010
Silverdale,14/04/2010
Silverdale,07/04/2010
Silverdale,31/03/2010
Silverdale,10/03/2010
Silverdale,03/03/2010
Silverdale,24/02/2010
Silverdale,17/02/2010
Silverdale,10/02/2010
Silverdale,03/02/2010
Silverdale,27/01/2010
Silverdale,13/01/2010
Silverdale,06/01/2010
Toowoomba,12/12/2022
Toowoomba,05/12/2022
Toowoomba,28/11/2022
Toowoomba,21/11/2022
Toowoomba,14/11/2022
Toowoomba,07/11/2022
Toowoomba,31/10/2022
TRLX Tamworth,04/09/2023
TRLX Tamworth,28/08/2023
Wagga,26/08/2024
Wagga,19/08/2024
Wagga,12/08/2024
Wagga,05/08/2024
Wagga,29/07/2024
Wagga,22/07/2024
Wagga,15/07/2024
Wagga,08/07/2024
Wagga,01/07/2024
Wagga,24/06/2024
Wagga,17/06/2024
Wagga,03/06/2024
Wagga,27/05/2024
Wagga,20/05/2024
Wagga,13/05/2024
Wagga,06/05/2024
Wagga,29/04/2024
Wagga,22/04/2024
Wagga,15/04/2024
Wagga,08/04/2024
Wagga,25/03/2024
Wagga,18/03/2024
Wagga,11/03/2024
Wagga,04/03/2024
Wagga,26/02/2024
Wagga,19/02/2024
Wagga,12/02/2024
Wagga,05/02/2024
Wagga,29/01/2024
Wagga,22/01/2024
Wagga,15/01/2024
Wagga,08/01/2024
Wagga,18/12/2023
Wagga,11/12/2023
Wagga,04/12/2023
Wagga,27/11/2023
Wagga,20/11/2023
Wagga,13/11/2023
Wagga,06/11/2023
Wagga,30/10/2023
Wagga,23/10/2023
Wagga,16/10/2023
Wagga,09/10/2023
Wagga,25/09/2023
Warrnambool,14/12/2022
Warrnambool,07/12/2022
Warrnambool,30/11/2022
Warrnambool,23/11/2022
Warrnambool,16/11/2022
Warrnambool,09/11/2022
